1	"Poison"	30	12	42	0	6	0	140	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	50	-1	-1	150	0	0
2	"Meteorite"	21	21	12	0	6	0	104	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	3	45	-1	-1	190	0	0
3	"Lightning"	13	17	15	0	6	0	72	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	3	40	-1	-1	180	0	0
4	"Fire Ball"	5	8	3	0	6	0	40	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	3	30	-1	-1	197	0	0
5	"Flame"	35	25	50	0	6	0	160	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	2	0	1	0	0	0	0	0	3	100	-1	-1	120	0	0
6	"Teleport"	17	0	30	0	6	0	88	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	2	1	0	0	-1	-1	-1	-1	100	0	0
7	"Ice"	25	10	38	0	6	0	120	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	3	45	-1	-1	150	0	0
8	"Twister"	40	35	60	0	6	0	180	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	2	0	1	0	0	0	0	0	3	90	-1	-1	140	0	0
9	"Evil Spirit"	50	45	90	0	6	0	220	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	2	0	1	0	0	0	0	0	3	150	-1	-1	110	0	0
10	"Hellfire"	60	120	160	0	0	0	260	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	2	0	1	1	0	1	0	0	3	200	-1	-1	130	0	0
11	"Power Wave"	9	14	5	0	6	0	56	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	3	30	-1	-1	195	0	0
12	"Aqua Beam"	74	80	140	0	6	0	345	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	1	0	0	0	0	0	3	200	-1	-1	140	0	0
13	"Cometfall"	80	70	150	0	6	0	500	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	3	150	-1	-1	130	0	0
14	"Inferno"	88	100	200	0	0	0	724	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	2	0	1	1	0	1	0	0	3	90	-1	-1	110	0	0
15	"Teleport Ally"	83	0	90	25	6	0	644	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	3	0	2	0	0	0	-1	-1	-1	-1	100	0	0
16	"Soul Barrier"	77	0	70	22	6	0	408	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	4	3	0	0	0	0	0	-1	-1	-1	-1	100	0	0
17	"Energy Ball"	2	3	1	0	6	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	2	0	0	0	0	0	0	0	3	30	-1	-1	200	0	0
18	"Defense"	0	0	30	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	18	0	1	0	0	1	1	0	1	0	1	-1	-1	-1	-1	100	0	0
19	"Falling Slash"	0	0	9	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	19	0	1	1	0	0	0	0	0	0	1	1	30	-1	-1	180	0	0
20	"Lunge"	0	0	9	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	20	0	1	1	0	0	0	0	0	0	1	1	30	-1	-1	170	0	0
21	"Uppercut"	0	0	8	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	21	0	1	1	0	0	0	0	0	0	1	1	30	-1	-1	190	0	0
22	"Cyclone"	0	0	9	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	22	0	1	1	0	0	0	0	0	0	1	1	30	-1	-1	165	0	0
23	"Slash"	0	0	10	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1	1	0	0	0	0	0	0	1	1	30	-1	-1	185	0	0
24	"Triple Shot"	0	0	5	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1	1	0	1	0	0	0	0	1	2	100	-1	-1	160	0	0
26	"Heal"	8	0	20	0	6	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	3	0	4	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
27	"Greater Defense"	13	0	30	0	6	0	72	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0	4	2	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
28	"Greater Damage"	18	0	40	0	6	0	92	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1	0	4	1	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
30	"Summon Goblin"	0	0	40	0	0	0	30	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0	0
31	"Summon Stone Golem"	0	0	70	0	0	0	60	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0	0
32	"Summon Assassin"	0	0	110	0	0	0	90	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0	0
33	"Summon Elite Yeti"	0	0	160	0	0	0	130	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0	0
34	"Summon Dark Knight"	0	0	200	0	0	0	170	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0	0
35	"Summon Bali"	0	0	250	0	0	0	210	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0	0
36	"Summon Soldier"	0	0	350	0	0	0	300	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0	0
38	"Decay"	96	95	110	7	6	0	953	0	0	0	0	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	2	0	1	0	0	0	0	0	3	100	-1	-1	110	0	0
39	"Ice Storm"	93	80	100	5	6	0	849	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	39	0	0	2	0	1	0	0	0	0	0	3	90	-1	-1	115	0	0
40	"Nova"	100	0	180	45	6	0	1052	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	2	0	1	1	0	1	0	0	-1	-1	-1	-1	160	0	0
41	"Twisting Slash"	0	0	10	10	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	41	0	0	1	0	1	1	0	1	0	2	1	40	-1	-1	150	0	0
42	"Rageful Blow"	170	60	25	20	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	42	0	0	1	0	1	0	2	1	0	2	1	150	-1	-1	125	0	0
43	"Death Stab"	160	70	15	12	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	1	0	0	0	0	0	0	2	1	150	-1	-1	105	0	0
44	"Crescent Moon Slash"	0	90	22	15	4	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	2	-1	-1	-1	-1	100	0	0
45	"Lance"	0	90	150	10	6	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
46	"Starfall"	0	120	20	15	8	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	5	-1	-1	-1	-1	100	0	0
47	"Impale"	28	15	8	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	1	0	0	0	0	0	1	4	1	35	-1	-1	170	0	0
48	"Swell Life"	120	0	22	24	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1	0	0	8	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
49	"Fire Breath"	110	30	9	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	150	0	0
50	"Flame of Evil (Monster)"	60	120	160	0	0	0	260	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
51	"Ice Arrow"	0	105	10	12	8	0	0	0	646	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	1	0	0	0	0	0	0	5	2	150	-1	-1	115	0	0
52	"Penetration"	130	70	7	9	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	1	0	1	0	2	0	0	5	2	200	-1	-1	130	0	0
55	"Fire Slash"	0	80	17	24	3	0	0	596	0	0	0	5	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	1	0	1	0	2	0	0	2	1	150	-1	-1	105	0	0
56	"Power Slash"	0	0	15	0	5	0	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	1	1	0	1	0	2	0	0	1	1	100	-1	-1	125	0	0
57	"Spiral Slash"	0	75	20	15	5	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	3	-1	-1	-1	-1	100	0	0
60	"Force"	0	10	10	0	4	0	15	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	0	0	0	0	1	40	-1	-1	160	0	0
61	"Fire Burst"	74	100	25	0	6	0	79	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	1	0	0	0	0	0	0	0	1	100	-1	-1	135	0	0
62	"Earthshake"	0	150	0	50	10	10000	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	1	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0	0
63	"Summon"	98	0	70	30	0	30000	153	0	0	400	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0	0
64	"Increase Critical Damage"	82	0	50	50	0	0	102	0	0	300	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	64	1	0	0	5	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
65	"Electric Spike"	92	250	0	100	10	5000	126	0	0	340	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	1	0	0	0	0	0	0	0	1	100	-1	-1	100	0	0
66	"Force Wave"	0	50	10	0	4	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	66	0	1	1	0	0	0	0	0	0	0	1	40	-1	-1	160	0	0
67	"Stun"	0	0	70	50	2	0	0	0	0	0	0	0	-1	1	0	4	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	67	2	0	0	0	1	0	0	0	0	0	-1	-1	-1	-1	100	0	0
68	"Cancel Stun"	0	0	25	30	0	0	0	0	0	0	0	0	-1	1	0	2	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	68	3	0	0	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
69	"Swell Mana"	0	0	35	30	0	0	0	0	0	0	0	0	-1	1	0	4	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	69	1	0	0	9	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
70	"Invisibility"	0	0	80	60	0	0	0	0	0	0	0	0	-1	1	0	5	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	70	1	0	0	0	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
71	"Cancel Invisibility"	0	0	40	30	0	0	0	0	0	0	0	0	-1	1	0	2	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	71	3	0	0	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
72	"Abolish Magic"	0	0	90	70	0	0	0	0	0	0	0	0	-1	1	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	72	3	0	0	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
73	"Mana Rays"	0	85	130	7	6	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	6	-1	-1	-1	-1	100	0	0
74	"Fire Blast"	0	150	30	10	6	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
76	"Plasma Storm"	110	60	50	20	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1	1	2	2	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
77	"Infinity Arrow"	220	0	50	10	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	1	0	0	6	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
78	"Fire Scream"	102	130	45	10	6	0	150	0	0	70	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	1	0	1	0	2	0	0	0	1	150	-1	-1	115	0	0
79	"Explosion"	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
200	"Summon Monster"	0	0	40	0	0	0	20	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
201	"Magic Attack Immunity"	0	0	40	0	0	0	20	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
202	"Physical Attack Immunity"	0	0	40	0	0	0	20	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
203	"Potion of Bless"	0	0	40	0	0	0	20	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
204	"Potion of Soul"	0	0	40	0	0	0	20	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
210	"Spell of Protection"	0	0	30	0	0	60000	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	210	1	0	0	0	2	1	0	0	0	0	-1	-1	-1	-1	100	0	0
211	"Spell of Restriction"	0	0	30	0	3	60000	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	211	2	0	0	0	0	0	0	1	0	0	-1	-1	-1	-1	100	0	0
212	"Spell of Pursuit"	0	0	30	0	0	120000	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	212	0	0	0	0	2	0	0	0	0	0	-1	-1	-1	-1	100	0	0
213	"Shied-Burn"	0	0	30	0	3	60000	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	1	0	0	-1	-1	-1	-1	100	0	0
214	"Drain Life"	35	35	50	0	6	0	150	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	214	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
215	"Chain Lightning"	75	70	85	0	6	0	245	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	215	0	0	2	0	0	0	0	0	0	0	3	200	-1	-1	105	0	0
217	"Damage Reflection"	80	0	40	10	5	5000	375	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	217	1	0	0	71	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
218	"Berserker"	83	0	100	50	5	5000	300	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	218	1	0	0	81	2	1	0	1	0	10	-1	-1	-1	-1	100	0	0
219	"Sleep"	40	0	20	3	6	0	180	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	219	2	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
221	"Weakness"	93	0	50	15	8	30000	663	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	221	2	0	0	0	1	0	2	0	0	11	-1	-1	-1	-1	100	0	0
222	"Innovation"	111	0	50	15	8	30000	663	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	222	2	0	0	0	1	0	2	0	0	11	-1	-1	-1	-1	100	0	0
223	"Explosion"	50	40	35	0	4	500	300	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	223	0	0	3	0	1	0	2	0	0	11	3	150	-1	-1	120	0	0
224	"Requiem"	75	65	60	4	4	800	416	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	224	0	0	3	0	1	0	2	0	0	11	3	150	-1	-1	125	0	0
