0	0.67	0.75	180	270	15	0.0025
1	0.8	0.85	180	270	15	0.0025
2	0.8	0.85	180	270	15	0.0025
3	0.8	0.85	180	270	15	0.0025
4	0.8	0.85	180	270	15	0.0025
5	0.8	0.85	180	270	15	0.0025
6	0.8	0.85	180	270	15	0.0025
7	0.8	0.85	180	270	15	0.0025
8	0.8	0.85	180	270	15	0.0023
9	0.8	0.85	180	270	25	0.0025
10	0.8	0.85	180	270	25	0.0025
11	0.8	0.85	180	270	25	0.0025
12	0.8	0.85	180	270	25	0.0025
13	0.8	0.85	180	270	15	0.0025
14	0.8	0.85	180	270	15	0.0025
15	0.8	0.9	180	270	25	0.002
16	0.8	0.85	180	270	15	0.0025
17	0.8	0.85	180	270	25	0.0025
18	0.8	0.85	180	270	25	0.0025
19	0.8	0.85	180	270	15	0.0025
20	0.8	0.85	180	270	15	0.0025
21	0.8	0.85	180	270	25	0.0025
22	0.8	0.85	180	270	15	0.0025
23	0.8	0.85	180	270	25	0.0025
24	0.73	0.8	180	90	15	0.0028
25	0.8	0.85	180	270	25	0.0025
26	0.65	0.78	180	270	10	0.0024
27	0.8	0.85	180	270	15	0.0025
28	0.8	0.85	180	270	10	0.0025
29	0.8	0.85	180	270	15	0.0025
30	0.8	0.85	180	270	15	0.0025
31	0.8	0.85	180	270	25	0.0025
32	0.5	0.6	-90	0	0	0.0035
33	0.5	0.6	0	0	0	0.0035
34	0.5	0.6	0	0	0	0.0035
35	0.5	0.6	0	0	0	0.003
36	0.8	0.85	180	270	15	0.0025
37	0.8	0.85	180	270	25	0.0025
39	0.59	0.19	0	90	0	0.0018
40	0.5	0.5	-90	0	0	0.0025
41	0.52	0.85	180	90	0	0.0022
42	0.6	0.9	180	-90	10	0.0028
43	0.75	0.84	0	91	204	0.0022
44	0.6	0.9	180	-90	10	0.0028
45	0.75	0.84	0	91	204	0.0022
46	0.53	0.55	-90	0	0	0.0035
47	0.58	0.81	0	98	182	0.0021
48	0.8	0.85	180	270	15	0.0025
49	0.8	0.85	180	270	25	0.0025
50	0.5	0.6	0	0	0	0.0035
51	0.5	0.85	0	90	190	0.0023
52	0.53	0.51	-90	0	0	0.0025
53	0.56	0.56	-90	0	0	0.0025
54	0.6	0.9	180	-90	10	0.0028
55	0.6	0.9	180	-90	10	0.0028
56	0.53	0.485	-90	0	0	0.00499
57	0.6	0.898	180	-90	10	0.0028425
58	0.6	0.862	180	-90	10	0.0028425
59	0.53	0.485	-90	0	0	0.0038175
512	0.8	0.7	180	270	15	0.0025
513	0.8	0.7	180	270	15	0.0025
514	0.8	0.7	180	270	15	0.0025
515	0.8	0.7	180	270	15	0.0025
516	0.8	0.7	180	270	15	0.0025
517	0.8	0.7	180	270	25	0.0025
518	0.8	0.7	180	270	25	0.0025
519	0.8	0.7	180	270	25	0.0025
520	0.8	0.7	180	270	25	0.0025
1024	0.8	0.7	180	270	15	0.0025
1025	0.8	0.7	180	270	15	0.0025
1026	0.8	0.7	180	270	15	0.0025
1027	0.8	0.72	180	270	25	0.0025
1028	0.8	0.7	180	270	15	0.0025
1029	0.8	0.83	180	270	25	0.0024
1030	0.8	0.8	180	270	25	0.0024
1031	0.8	0.7	180	270	15	0.0025
1032	0.8	0.75	180	270	15	0.003
1033	0.8	0.75	180	270	15	0.0028
1034	0.67	0.65	180	270	15	0.0027
1035	0.62	0.6	180	270	10	0.0028
1036	0.65	0.67	180	270	12	0.0023
1037	0.6	0.5	180	270	10	0.0024
1038	0.65	0.54	180	90	13	0.0024
1039	0.75	0.65	180	90	13	0.0024
1040	0.7	0.73	180	270	15	0.0024
1041	0.73	0.69	180	270	15	0.0024
1042	0.8	0.65	180	90	12	0.0024
1043	0.8	0.7	180	270	15	0.0025
1044	0.8	0.7	180	270	25	0.0025
1045	0.5	0.2	0	0	0	0.0025
1046	0.6	0.78	0	79	190	0.0031
1047	0.58	0.67	0	79	181	0.0019
1048	0.62	0.6	180	270	10	0.0028
1049	0.5	0.65	0	90	190	0.0023
1050	0.6	0.6955	0	79	190	0.0031
1051	0.6	0.62	0	79	190	0.002885
1536	0.6	0.6	0	90	20	0.002
1537	0.6	0.65	180	270	25	0.0021
1538	0.77	0.8	180	270	25	0.0021
1539	0.67	0.65	180	270	25	0.002
1540	0.7	0.7	180	270	25	0.002
1541	0.65	0.64	180	270	25	0.002
1542	0.67	0.64	180	270	25	0.002
1543	0.6	0.57	180	270	25	0.002
1544	0.7	0.67	180	270	25	0.002
1545	0.6	0.65	180	270	25	0.0021
1546	0.7	0.7	180	270	20	0.0017
1547	0.6	0.65	180	90	15	0.0025
1548	0.6	0.65	180	270	25	0.0021
1549	0.61	0.76	180	90	0	0.0023
1550	0.53	0.68	180	-90	0	0.002
1551	0.61	0.76	180	-90	0	0.002
1552	0.61	0.76	180	90	0	0.002
1553	0.61	0.76	180	-90	0	0.002
1554	0.5	0.76	180	270	0	0.002
1555	0.55	0.7	0	50	190	0.0023
1556	0.55	0.7	0	0	180	0.002
1557	0.61	0.76	180	-90	0	0.002
1558	0.5	0.94	0	-90	180	0.0025
1559	0.53	0.87	180	-90	0	0.0024
1560	0.55	0.8855	0	50	190	0.002995
1561	0.55	0.8855	0	50	190	0.002805
2048	0.5	0.6	180	270	25	0.0025
2049	0.5	0.6	180	270	25	0.0025
2050	0.5	0.6	180	270	25	0.0025
2051	0.5	0.6	180	270	25	0.0025
2052	0.5	0.6	180	270	25	0.0025
2053	0.5	0.6	180	270	25	0.0025
2054	0.5	0.6	180	270	25	0.0025
2055	0.5	0.6	0	270	15	0.0012
2056	0.65	0.73	90	180	29	0.0024
2057	0.6	0.78	90	180	26	0.0024
2058	0.7	0.7	90	180	20	0.0025
2059	0.7	0.7	90	180	20	0.0025
2060	0.69	0.75	90	180	20	0.0024
2061	0.69	0.75	90	180	20	0.0024
2062	0.69	0.75	90	180	20	0.0024
2063	0.7	0.7	0	270	15	0.0011
2064	0.7	0.7	90	180	20	0.0025
2065	0.5	0.5	0	90	15	0.0025
2066	0.69	0.8	90	180	20	0.0024
